dataset,sample_id,clean_text,noisy_text,label,noise_type,severity,word_count,token_count,sigma_prime,alpha,oov_rate
sst2,2,soulful and ,wkulful and ,1,keyboard_proximity,0.15,2,6,3.0,0.3333333333333333,0.0
sst2,2,soulful and ,wpulcul ans ,1,keyboard_proximity,0.3,2,5,2.5,0.0,0.6
sst2,2,soulful and ,5oulful and ,1,homoglyph,0.05,2,6,3.0,0.16666666666666666,0.16666666666666666
sst2,2,soulful and ,5oulful @nd ,1,homoglyph,0.15,2,7,3.5,0.2857142857142857,0.2857142857142857
sst2,2,soulful and ,50u1ful @nd ,1,homoglyph,0.3,2,9,4.5,0.5555555555555556,0.1111111111111111
sst2,2,soulful and ,sooulful and ,1,char_repetition,0.05,2,5,2.5,0.0,0.2
sst2,2,soulful and ,ssooulful and ,1,char_repetition,0.15,2,6,3.0,0.16666666666666666,0.16666666666666666
sst2,2,soulful and ,ssooulfful andd ,1,char_repetition,0.3,2,8,4.0,0.25,0.125
sst2,2,soulful and ,sulful and ,1,char_deletion,0.05,2,4,2.0,0.0,0.25
sst2,2,soulful and ,ulful and ,1,char_deletion,0.15,2,4,2.0,0.0,0.25
sst2,2,soulful and ,ulul an ,1,char_deletion,0.3,2,4,2.0,0.0,0.25
sst2,2,soulful and ,s oulful and ,1,intra_word_whitespace,0.05,3,6,2.0,0.3333333333333333,0.16666666666666666
sst2,2,soulful and ,s oulful and ,1,intra_word_whitespace,0.15,3,6,2.0,0.3333333333333333,0.16666666666666666
sst2,2,soulful and ,s oulful and ,1,intra_word_whitespace,0.3,3,6,2.0,0.3333333333333333,0.16666666666666666
sst2,2,soulful and ,sOulful and ,1,random_case_flip,0.05,2,6,3.0,0.3333333333333333,0.16666666666666666
sst2,2,soulful and ,SOulful and ,1,random_case_flip,0.15,2,5,2.5,0.0,0.2
sst2,2,soulful and ,SOulFul anD ,1,random_case_flip,0.3,2,7,3.5,0.2857142857142857,0.42857142857142855
sst2,3,the proud warrior that still lingers in the souls of these characters ,tye proue warrior that still lingers in the soule of thesr characters ,1,keyboard_proximity,0.05,12,19,1.5833333333333333,0.15789473684210525,0.21052631578947367
sst2,3,the proud warrior that still lingers in the souls of these characters ,tne proix qarrioe rhzt still lingers in the soulz of thesw characyers ,1,keyboard_proximity,0.15,12,24,2.0,0.125,0.20833333333333334
sst2,3,the proud warrior that still lingers in the souls of these characters ,tnr prlys darriif yhzt still linyers im tbe skulx of yhssr chaeacfrrs ,1,keyboard_proximity,0.3,12,32,2.6666666666666665,0.3125,0.1875
sst2,3,the proud warrior that still lingers in the souls of these characters ,th3 proud warrior th@t still l1ng3rs in the souls of these characters ,1,homoglyph,0.05,12,20,1.6666666666666667,0.3,0.15
sst2,3,the proud warrior that still lingers in the souls of these characters ,th3 proud w@rr1or th@t still 11ng3rs in th3 s0uls of the5e characters ,1,homoglyph,0.15,12,30,2.5,0.4666666666666667,0.16666666666666666
sst2,3,the proud warrior that still lingers in the souls of these characters ,7h3 pr0ud w@rr1or 7h@t stil1 11n93r5 in 7h3 s0u1s of the5e charac73r5 ,1,homoglyph,0.3,12,49,4.083333333333333,0.673469387755102,0.061224489795918366
sst2,3,the proud warrior that still lingers in the souls of these characters ,thhe proudd warrior that still lingers in the soulss of thesee characters ,1,char_repetition,0.05,12,19,1.5833333333333333,0.10526315789473684,0.10526315789473684
sst2,3,the proud warrior that still lingers in the souls of these characters ,thhe prouudd wwarriorr tthaat still lingers in the soulss of thesee charactters ,1,char_repetition,0.15,12,26,2.1666666666666665,0.19230769230769232,0.15384615384615385
sst2,3,the proud warrior that still lingers in the souls of these characters ,thhee proouudd wwarrioorr tthaat still linggers inn thhe sooulss of ttheesee charractteers ,1,char_repetition,0.3,12,32,2.6666666666666665,0.125,0.28125
sst2,3,the proud warrior that still lingers in the souls of these characters ,te prou warrior that still lingers in the soul of thes characters ,1,char_deletion,0.05,12,16,1.3333333333333333,0.125,0.125
sst2,3,the proud warrior that still lingers in the souls of these characters ,te pro arrio ht still lingers in the soul of thes characers ,1,char_deletion,0.15,12,19,1.5833333333333333,0.15789473684210525,0.10526315789473684
sst2,3,the proud warrior that still lingers in the souls of these characters ,t pr arri ht still liners i te sul of hs chaacrs ,1,char_deletion,0.3,12,19,1.5833333333333333,0.3157894736842105,0.3157894736842105
sst2,3,the proud warrior that still lingers in the souls of these characters ,the proud warrior that still lingers in the souls of t hese characters ,1,intra_word_whitespace,0.05,13,16,1.2307692307692308,0.0625,0.0
sst2,3,the proud warrior that still lingers in the souls of these characters ,the pro ud warrior that still lingers in the souls of t hese characters ,1,intra_word_whitespace,0.15,14,17,1.2142857142857142,0.058823529411764705,0.058823529411764705
sst2,3,the proud warrior that still lingers in the souls of these characters ,t he pr oud warrior that s till lingers in the souls of th ese characters ,1,intra_word_whitespace,0.3,16,19,1.1875,0.10526315789473684,0.10526315789473684
sst2,3,the proud warrior that still lingers in the souls of these characters ,tHe prouD warrior that still lingers in the soulS of thesE characters ,1,random_case_flip,0.05,12,20,1.6666666666666667,0.3,0.25
sst2,3,the proud warrior that still lingers in the souls of these characters ,tHe proUD WarrioR ThAt still lingers in the soulS of thesE characTers ,1,random_case_flip,0.15,12,25,2.0833333333333335,0.24,0.4
sst2,3,the proud warrior that still lingers in the souls of these characters ,tHE prOUD WarriOR ThAt still linGers iN tHe sOulS of ThEsE chaRacTErs ,1,random_case_flip,0.3,12,32,2.6666666666666665,0.34375,0.65625
sst2,4,covered earlier and much better ,covsred earlier and mucg better ,0,keyboard_proximity,0.05,5,10,2.0,0.3,0.2
sst2,4,covered earlier and much better ,dovrred eqrlier and mucy berter ,0,keyboard_proximity,0.15,5,13,2.6,0.15384615384615385,0.3076923076923077
sst2,4,covered earlier and much better ,xovdeed rqrlier and kucg gertrr ,0,keyboard_proximity,0.3,5,16,3.2,0.375,0.375
sst2,4,covered earlier and much better ,cov3red earlier and much b3tter ,0,homoglyph,0.05,5,11,2.2,0.36363636363636365,0.18181818181818182
sst2,4,covered earlier and much better ,c0v3red 3@rlier and much b3tter ,0,homoglyph,0.15,5,17,3.4,0.5294117647058824,0.17647058823529413
sst2,4,covered earlier and much better ,c0v3r3d 3@r1ier and much 637t3r ,0,homoglyph,0.3,5,23,4.6,0.7391304347826086,0.043478260869565216
sst2,4,covered earlier and much better ,coveered earlier and muchh better ,0,char_repetition,0.05,5,9,1.8,0.2222222222222222,0.1111111111111111
sst2,4,covered earlier and much better ,ccoveered eaarlier and muchh bettter ,0,char_repetition,0.15,5,13,2.6,0.3076923076923077,0.3076923076923077
sst2,4,covered earlier and much better ,ccoveerred eeaarlier and mmuchh bbettteer ,0,char_repetition,0.3,5,17,3.4,0.23529411764705882,0.47058823529411764
sst2,4,covered earlier and much better ,covred earlier and muc better ,0,char_deletion,0.05,5,8,1.6,0.125,0.25
sst2,4,covered earlier and much better ,ovred erlier and muc beter ,0,char_deletion,0.15,5,11,2.2,0.18181818181818182,0.2727272727272727
sst2,4,covered earlier and much better ,oved rlier and uc etr ,0,char_deletion,0.3,5,11,2.2,0.5454545454545454,0.18181818181818182
sst2,4,covered earlier and much better ,c overed earlier and much better ,0,intra_word_whitespace,0.05,6,8,1.3333333333333333,0.125,0.0
sst2,4,covered earlier and much better ,c overed earlier and much better ,0,intra_word_whitespace,0.15,6,8,1.3333333333333333,0.125,0.0
sst2,4,covered earlier and much better ,covere d earlier and much bet ter ,0,intra_word_whitespace,0.3,7,9,1.2857142857142858,0.2222222222222222,0.2222222222222222
sst2,4,covered earlier and much better ,covEred earlier and mucH better ,0,random_case_flip,0.05,5,10,2.0,0.3,0.4
sst2,4,covered earlier and much better ,CovEred eArlier and mucH beTter ,0,random_case_flip,0.15,5,15,3.0,0.4,0.4
sst2,4,covered earlier and much better ,CovERed EArlier and MucH BeTtEr ,0,random_case_flip,0.3,5,16,3.2,0.375,0.5625
sst2,5,wise and powerful ,wise and powwrful ,1,keyboard_proximity,0.05,3,6,2.0,0.0,0.3333333333333333
sst2,5,wise and powerful ,eose and powsrful ,1,keyboard_proximity,0.15,3,8,2.6666666666666665,0.375,0.25
sst2,5,wise and powerful ,eose qnd powreful ,1,keyboard_proximity,0.3,3,8,2.6666666666666665,0.25,0.25
sst2,5,wise and powerful ,wise and pow3rful ,1,homoglyph,0.05,3,7,2.3333333333333335,0.2857142857142857,0.14285714285714285
sst2,5,wise and powerful ,w1se and pow3rfu1 ,1,homoglyph,0.15,3,10,3.3333333333333335,0.5,0.2
sst2,5,wise and powerful ,w1s3 and p0w3rfu1 ,1,homoglyph,0.3,3,13,4.333333333333333,0.7692307692307693,0.07692307692307693
sst2,5,wise and powerful ,wise and poweerful ,1,char_repetition,0.05,3,7,2.3333333333333335,0.14285714285714285,0.14285714285714285
sst2,5,wise and powerful ,wwiise and poweerful ,1,char_repetition,0.15,3,9,3.0,0.2222222222222222,0.2222222222222222
sst2,5,wise and powerful ,wwiise aand poweerrful ,1,char_repetition,0.3,3,10,3.3333333333333335,0.3,0.2
sst2,5,wise and powerful ,wise and powrful ,1,char_deletion,0.05,3,6,2.0,0.16666666666666666,0.16666666666666666
sst2,5,wise and powerful ,se and powrful ,1,char_deletion,0.15,3,6,2.0,0.16666666666666666,0.3333333333333333
sst2,5,wise and powerful ,se nd powful ,1,char_deletion,0.3,3,5,1.6666666666666667,0.0,0.6
sst2,5,wise and powerful ,wise and p owerful ,1,intra_word_whitespace,0.05,4,7,1.75,0.2857142857142857,0.14285714285714285
sst2,5,wise and powerful ,wise and p owerful ,1,intra_word_whitespace,0.15,4,7,1.75,0.2857142857142857,0.14285714285714285
sst2,5,wise and powerful ,wise and p owerful ,1,intra_word_whitespace,0.3,4,7,1.75,0.2857142857142857,0.14285714285714285
sst2,5,wise and powerful ,wise and powErful ,1,random_case_flip,0.05,3,6,2.0,0.0,0.3333333333333333
sst2,5,wise and powerful ,WIse and powErful ,1,random_case_flip,0.15,3,8,2.6666666666666665,0.25,0.5
sst2,5,wise and powerful ,WIse And powERful ,1,random_case_flip,0.3,3,8,2.6666666666666665,0.25,0.625
sst2,6,a powerful and reasonably fulfilling gestalt ,a oowerfhl and reasonably fulfilling gestalt ,1,keyboard_proximity,0.05,6,12,2.0,0.25,0.16666666666666666
sst2,6,a powerful and reasonably fulfilling gestalt ,a lowerryk and reqaobably fulfilling gestalt ,1,keyboard_proximity,0.15,6,14,2.3333333333333335,0.21428571428571427,0.07142857142857142
sst2,6,a powerful and reasonably fulfilling gestalt ,z okwedgik and rrzzohqbly fulfilling yestapt ,1,keyboard_proximity,0.3,6,19,3.1666666666666665,0.3684210526315789,0.3157894736842105
sst2,6,a powerful and reasonably fulfilling gestalt ,a powerfu1 and reasonably fulfilling ge5talt ,1,homoglyph,0.05,6,13,2.1666666666666665,0.3076923076923077,0.15384615384615385
sst2,6,a powerful and reasonably fulfilling gestalt ,@ powerfu1 @nd rea50nably fulfilling ge5tal7 ,1,homoglyph,0.15,6,19,3.1666666666666665,0.47368421052631576,0.2631578947368421
sst2,6,a powerful and reasonably fulfilling gestalt ,@ p0w3rfu1 @nd rea50nably fulf11lin9 ge5t@17 ,1,homoglyph,0.3,6,29,4.833333333333333,0.7241379310344828,0.20689655172413793
sst2,6,a powerful and reasonably fulfilling gestalt ,a ppowerfuul and reasonably fulfilling gestalt ,1,char_repetition,0.05,6,12,2.0,0.16666666666666666,0.16666666666666666
sst2,6,a powerful and reasonably fulfilling gestalt ,a ppowerffuull and reaassonnably fulfilling gestalt ,1,char_repetition,0.15,6,18,3.0,0.2777777777777778,0.1111111111111111
sst2,6,a powerful and reasonably fulfilling gestalt ,aa ppoowerrffuull and reeaassonnaably fulfilling ggestallt ,1,char_repetition,0.3,6,22,3.6666666666666665,0.2727272727272727,0.18181818181818182
sst2,6,a powerful and reasonably fulfilling gestalt ,a owerfl and reasonably fulfilling gestalt ,1,char_deletion,0.05,6,11,1.8333333333333333,0.18181818181818182,0.18181818181818182
sst2,6,a powerful and reasonably fulfilling gestalt ,a ower and reoably fulfilling gestalt ,1,char_deletion,0.15,6,12,2.0,0.25,0.08333333333333333
sst2,6,a powerful and reasonably fulfilling gestalt , we and robly fulfilling estat ,1,char_deletion,0.3,5,9,1.8,0.0,0.1111111111111111
sst2,6,a powerful and reasonably fulfilling gestalt ,a p owerful and reasonably fulfilling gestalt ,1,intra_word_whitespace,0.05,7,12,1.7142857142857142,0.25,0.08333333333333333
sst2,6,a powerful and reasonably fulfilling gestalt ,a p owerful and reasonably fulfilling gestalt ,1,intra_word_whitespace,0.15,7,12,1.7142857142857142,0.25,0.08333333333333333
sst2,6,a powerful and reasonably fulfilling gestalt ,a pow erful and reas onably fulfilling ge stalt ,1,intra_word_whitespace,0.3,9,15,1.6666666666666667,0.06666666666666667,0.13333333333333333
sst2,6,a powerful and reasonably fulfilling gestalt ,a PowerfUl and reasonably fulfilling gestalt ,1,random_case_flip,0.05,6,12,2.0,0.3333333333333333,0.16666666666666666
sst2,6,a powerful and reasonably fulfilling gestalt ,a PowerFUL and reASoNably fulfilling gestalt ,1,random_case_flip,0.15,6,15,2.5,0.26666666666666666,0.3333333333333333
sst2,6,a powerful and reasonably fulfilling gestalt ,A POweRFUL and rEASoNAbly fulfilling GestaLt ,1,random_case_flip,0.3,6,20,3.3333333333333335,0.4,0.5
sst2,7,smart and newfangled ,smaet and newfangled ,1,keyboard_proximity,0.05,3,8,2.6666666666666665,0.125,0.0
sst2,7,smart and newfangled ,wmatt and hewfangled ,1,keyboard_proximity,0.15,3,9,3.0,0.3333333333333333,0.1111111111111111
sst2,7,smart and newfangled ,zmqet and bewfanhlec ,1,keyboard_proximity,0.3,3,10,3.3333333333333335,0.3,0.4
sst2,7,smart and newfangled ,sm@rt and newfangled ,1,homoglyph,0.05,3,8,2.6666666666666665,0.125,0.25
sst2,7,smart and newfangled ,5m@rt and newf@ngled ,1,homoglyph,0.15,3,12,4.0,0.4166666666666667,0.3333333333333333
sst2,7,smart and newfangled ,5m@r7 and n3wf@ngl3d ,1,homoglyph,0.3,3,17,5.666666666666667,0.7647058823529411,0.17647058823529413
sst2,7,smart and newfangled ,smarrt and newfangled ,1,char_repetition,0.05,3,8,2.6666666666666665,0.0,0.125
sst2,7,smart and newfangled ,ssmarrt and nnewfangled ,1,char_repetition,0.15,3,10,3.3333333333333335,0.2,0.3
sst2,7,smart and newfangled ,ssmaarrt and nnewfanggledd ,1,char_repetition,0.3,3,12,4.0,0.25,0.25
sst2,7,smart and newfangled ,smat and newfangled ,1,char_deletion,0.05,3,7,2.3333333333333335,0.0,0.0
sst2,7,smart and newfangled ,mat and ewfangled ,1,char_deletion,0.15,3,7,2.3333333333333335,0.2857142857142857,0.0
sst2,7,smart and newfangled ,mt and ewfanle ,1,char_deletion,0.3,3,7,2.3333333333333335,0.2857142857142857,0.2857142857142857
sst2,7,smart and newfangled ,smart and ne wfangled ,1,intra_word_whitespace,0.05,4,7,1.75,0.14285714285714285,0.14285714285714285
sst2,7,smart and newfangled ,smart and ne wfangled ,1,intra_word_whitespace,0.15,4,7,1.75,0.14285714285714285,0.14285714285714285
sst2,7,smart and newfangled ,smart and ne wfangled ,1,intra_word_whitespace,0.3,4,7,1.75,0.14285714285714285,0.14285714285714285
sst2,7,smart and newfangled ,smaRt and newfangled ,1,random_case_flip,0.05,3,9,3.0,0.3333333333333333,0.1111111111111111
sst2,7,smart and newfangled ,SmaRt and Newfangled ,1,random_case_flip,0.15,3,9,3.0,0.3333333333333333,0.3333333333333333
sst2,7,smart and newfangled ,SmARt and NewfanGleD ,1,random_case_flip,0.3,3,10,3.3333333333333335,0.3,0.6
sst2,8,it too is a bomb . ,it too is a bonb . ,0,keyboard_proximity,0.05,6,8,1.3333333333333333,0.375,0.0
sst2,8,it too is a bomb . ,of too is a bokb . ,0,keyboard_proximity,0.15,6,9,1.5,0.4444444444444444,0.0
sst2,8,it too is a bomb . ,ur til is a bonv . ,0,keyboard_proximity,0.3,6,8,1.3333333333333333,0.375,0.25
sst2,8,it too is a bomb . ,it too is a bom6 . ,0,homoglyph,0.05,6,8,1.3333333333333333,0.375,0.125
sst2,8,it too is a bomb . ,17 too is a bom6 . ,0,homoglyph,0.15,6,10,1.6666666666666667,0.5,0.1
sst2,8,it too is a bomb . ,17 to0 i5 a b0m6 . ,0,homoglyph,0.3,6,14,2.3333333333333335,0.7857142857142857,0.0
sst2,8,it too is a bomb . ,it too is a bommb . ,0,char_repetition,0.05,6,8,1.3333333333333333,0.25,0.25
sst2,8,it too is a bomb . ,iitt too is a bommb . ,0,char_repetition,0.15,6,9,1.5,0.3333333333333333,0.2222222222222222
sst2,8,it too is a bomb . ,iitt toooo is a bommbb . ,0,char_repetition,0.3,6,11,1.8333333333333333,0.36363636363636365,0.2727272727272727
sst2,8,it too is a bomb . ,it too is a bob . ,0,char_deletion,0.05,6,7,1.1666666666666667,0.2857142857142857,0.14285714285714285
sst2,8,it too is a bomb . , too is a bob . ,0,char_deletion,0.15,5,6,1.2,0.3333333333333333,0.16666666666666666
sst2,8,it too is a bomb . , t is a bo . ,0,char_deletion,0.3,5,6,1.2,0.5,0.0
sst2,8,it too is a bomb . ,i t too is a bomb . ,0,intra_word_whitespace,0.05,7,8,1.1428571428571428,0.5,0.0
sst2,8,it too is a bomb . ,i t too is a bomb . ,0,intra_word_whitespace,0.15,7,8,1.1428571428571428,0.5,0.0
sst2,8,it too is a bomb . ,i t too is a bomb . ,0,intra_word_whitespace,0.3,7,8,1.1428571428571428,0.5,0.0
sst2,8,it too is a bomb . ,it too is a boMb . ,0,random_case_flip,0.05,6,9,1.5,0.4444444444444444,0.1111111111111111
sst2,8,it too is a bomb . ,IT too is a boMb . ,0,random_case_flip,0.15,6,9,1.5,0.4444444444444444,0.2222222222222222
sst2,8,it too is a bomb . ,IT tOO is a boMB . ,0,random_case_flip,0.3,6,9,1.5,0.3333333333333333,0.3333333333333333
sst2,9,guilty about it ,guilty abour it ,0,keyboard_proximity,0.05,3,5,1.6666666666666667,0.0,0.2
sst2,9,guilty about it ,ghilty abour it ,0,keyboard_proximity,0.15,3,7,2.3333333333333335,0.2857142857142857,0.14285714285714285
sst2,9,guilty about it ,viipry abouy it ,0,keyboard_proximity,0.3,3,8,2.6666666666666665,0.125,0.25
sst2,9,guilty about it ,gu1lty about it ,0,homoglyph,0.05,3,7,2.3333333333333335,0.2857142857142857,0.0
sst2,9,guilty about it ,9u1lty about it ,0,homoglyph,0.15,3,9,3.0,0.4444444444444444,0.0
sst2,9,guilty about it ,9u1lty @b0ut i7 ,0,homoglyph,0.3,3,13,4.333333333333333,0.6923076923076923,0.07692307692307693
sst2,9,guilty about it ,guilty aboutt it ,0,char_repetition,0.05,3,5,1.6666666666666667,0.2,0.0
sst2,9,guilty about it ,guuilty aboutt it ,0,char_repetition,0.15,3,7,2.3333333333333335,0.2857142857142857,0.0
sst2,9,guilty about it ,gguuilltty aboutt it ,0,char_repetition,0.3,3,9,3.0,0.3333333333333333,0.2222222222222222
sst2,9,guilty about it ,guilty abou it ,0,char_deletion,0.05,3,5,1.6666666666666667,0.0,0.2
sst2,9,guilty about it ,gilty abou it ,0,char_deletion,0.15,3,6,2.0,0.16666666666666666,0.16666666666666666
sst2,9,guilty about it ,iy abou it ,0,char_deletion,0.3,3,6,2.0,0.3333333333333333,0.16666666666666666
sst2,9,guilty about it ,guilty about i t ,0,intra_word_whitespace,0.05,4,5,1.25,0.4,0.0
sst2,9,guilty about it ,guilty about i t ,0,intra_word_whitespace,0.15,4,5,1.25,0.4,0.0
sst2,9,guilty about it ,guilty about i t ,0,intra_word_whitespace,0.3,4,5,1.25,0.4,0.0
sst2,9,guilty about it ,guilty abouT it ,0,random_case_flip,0.05,3,6,2.0,0.16666666666666666,0.3333333333333333
sst2,9,guilty about it ,gUilty abouT it ,0,random_case_flip,0.15,3,8,2.6666666666666665,0.375,0.375
sst2,9,guilty about it ,GUiLTy abouT it ,0,random_case_flip,0.3,3,9,3.0,0.3333333333333333,0.6666666666666666
sst2,10,while the importance of being earnest offers opportunities for occasional smiles and chuckles ,whipe the importwnce of being earmesr offwrs opportunities for occasional smiles and chuckles ,1,keyboard_proximity,0.05,13,23,1.7692307692307692,0.13043478260869565,0.17391304347826086
sst2,10,while the importance of being earnest offers opportunities for occasional smiles and chuckles ,whipr the impkrgwncr of being eadmesy offwrs opportunities for iccasional smilex anr chucklds ,1,keyboard_proximity,0.15,13,31,2.3846153846153846,0.25806451612903225,0.2903225806451613
sst2,10,while the importance of being earnest offers opportunities for occasional smiles and chuckles ,whikd the impiryqncr of being wsdjssf ofcdrz oppirthmities dor iccasional amilee anr vhydklwx ,1,keyboard_proximity,0.3,13,40,3.076923076923077,0.325,0.35
sst2,10,while the importance of being earnest offers opportunities for occasional smiles and chuckles ,whi1e the impor7ance of being earn3st offers opportunities for occasional sm1les and chuckle5 ,1,homoglyph,0.05,13,26,2.0,0.2692307692307692,0.038461538461538464
sst2,10,while the importance of being earnest offers opportunities for occasional smiles and chuckles ,whi13 the 1mp0r7@nce of bein9 3arn3st offers opportuni7ies for occa5ion@l sm1les and chuck1es ,1,homoglyph,0.15,13,43,3.3076923076923075,0.46511627906976744,0.11627906976744186
sst2,10,while the importance of being earnest offers opportunities for occasional smiles and chuckles ,wh113 the 1mp0r7@nce of be1n9 3@rn3s7 0ffer5 oppor7uni7ies for 0cca5i0n@1 sm1l3s @nd chuck135 ,1,homoglyph,0.3,13,59,4.538461538461538,0.6101694915254238,0.15254237288135594
sst2,10,while the importance of being earnest offers opportunities for occasional smiles and chuckles ,whille the importaance of being earnnestt offeers opportunities for occasional smiles and chuckles ,1,char_repetition,0.05,13,23,1.7692307692307692,0.17391304347826086,0.08695652173913043
